,DATE,Scheduled Generation,Gross Gen.,Net Variation,Total Energy Export,Total Energy Import,Net Generation,Aux. Consumption and losses,Aux. Consumption and losses percentage,Commulative Gross Gen.,Load max.,Load min.,Load avg.,Discharge max.,Discharge min.,Discharge avg.,Reserv lvl(M) max.,Reserv lvl(M) min.,Reserv lvl(M) avg.,Reserv lvl(E) max.,Reserv lvl(E) min.,Reserv lvl(E) avg.,MonthYear
763,2023-04-01,444500.0,451395.0,1.55,447463.0,1.0,447462.0,3933.0,0.87,451395.0,100.0,18.0,18.81,6.28,5.98,6.13,1749.5,1746.4,1747.95,1752.0,1742.0,1747.0,2023-04
764,2023-04-02,428250.0,444445.0,3.78,483025.0,41016.0,442009.0,2436.0,0.55,895840.0,100.0,13.0,18.52,6.37,5.87,6.12,1749.6,1746.1,1747.85,1752.0,1744.4,1748.2,2023-04
765,2023-04-03,448750.0,457954.0,2.05,545066.0,88573.0,456493.0,1461.0,0.32,1353794.0,100.0,13.0,19.08,6.28,5.37,5.825,1750.2,1747.0,1748.6,1752.0,1744.6,1748.3,2023-04
766,2023-04-04,487250.0,496208.0,1.84,596220.0,102847.0,493373.0,2835.0,0.57,1850002.0,100.0,13.0,20.68,6.28,6.08,6.18,1750.7,1747.5,1749.1,1752.0,1742.9,1747.45,2023-04
767,2023-04-05,457250.0,440530.0,-3.66,498324.0,60343.0,437981.0,2549.0,0.58,2290532.0,100.0,18.0,18.36,6.28,6.08,6.18,1749.4,1746.2,1747.8,1751.8,1742.1,1746.95,2023-04
768,2023-04-06,463250.0,450610.0,-2.73,502208.0,53389.0,448819.0,1791.0,0.4,2741142.0,100.0,13.0,18.78,6.28,5.98,6.13,1749.0,1746.2,1747.6,1751.75,1742.5,1747.125,2023-04
769,2023-04-07,450250.0,425305.0,-5.54,433214.0,7998.0,425216.0,89.0,0.02,3166447.0,100.0,15.0,17.72,6.28,5.98,6.13,1748.6,1745.5,1747.05,1751.5,1742.5,1747.0,2023-04
770,2023-04-08,425000.0,431561.0,1.54,442604.0,12801.0,429803.0,1758.0,0.41,3598008.0,100.0,15.0,17.98,6.28,5.98,6.13,1748.7,1745.85,1747.275,1752.0,1743.6,1747.8,2023-04
771,2023-04-09,462175.0,470024.0,1.7,486890.0,22208.0,464682.0,5342.0,1.14,4068032.0,100.0,13.0,19.58,6.28,5.98,6.13,1749.3,1746.4,1747.85,1752.0,1743.4,1747.7,2023-04
772,2023-04-10,441850.0,450548.0,1.97,466933.0,19240.0,447693.0,2855.0,0.63,4518580.0,100.0,18.0,18.77,6.28,6.08,6.18,1749.6,1746.2,1747.9,1752.0,1743.5,1747.75,2023-04
773,2023-04-11,450750.0,387593.0,-14.01,408541.0,22753.0,385788.0,1805.0,0.47,4906173.0,100.0,15.0,16.15,6.28,6.08,6.18,1749.75,1746.3,1748.025,1752.0,1746.9,1749.45,2023-04
774,2023-04-12,667870.0,527249.0,-21.06,544895.0,20374.0,524521.0,2728.0,0.52,5433422.0,55.0,12.5,21.97,6.28,6.08,6.18,1752.0,1748.0,1750,1752.0,1748.2,1750.1,2023-04
775,2023-04-13,549450.0,563463.0,2.55,576808.0,16392.0,560416.0,3047.0,0.54,5996885.0,50.0,12.5,23.48,6.58,6.08,6.33,1751.9,1749.0,1750.45,1752.0,1749.0,1750.5,2023-04
776,2023-04-14,614600.0,621496.0,1.12,632140.0,14966.0,617174.0,4322.0,0.7,6618381.0,50.0,12.5,25.9,7.49,6.28,6.885,1752.0,1749.9,1750.95,1752.0,1749.6,1750.8,2023-04
777,2023-04-15,662400.0,666806.0,0.67,719878.0,56614.0,663264.0,3542.0,0.53,7285187.0,50.0,12.5,27.78,8.3,7.28,7.79,1750.9,1747.3,1749.1,1752.0,1749.6,1750.8,2023-04
778,2023-04-16,641000.0,645816.0,0.75,719773.0,77005.0,642768.0,3048.0,0.47,7931003.0,50.0,12.5,26.91,8.3,7.98,8.14,1749.85,1745.8,1747.825,1752.0,1749.1,1750.55,2023-04
779,2023-04-17,627000.0,627707.0,0.11,738083.0,111528.0,626555.0,1152.0,0.18,8558710.0,50.0,12.5,26.15,8.48,8.19,8.335,1749.9,1745.9,1747.9,1752.0,1750.5,1751.25,2023-04
780,2023-04-18,782500.0,782913.0,0.05,883861.0,104421.0,779440.0,3473.0,0.44,9341623.0,50.0,20.0,32.62,10.05,8.77,9.41,1751.1,1747.2,1749.15,1751.75,1749.7,1750.725,2023-04
781,2023-04-19,867375.0,898159.0,3.55,1028036.0,136984.0,891052.0,7107.0,0.79,10239782.0,50.0,30.0,37.42,12.74,9.48,11.11,1752.0,1747.4,1749.7,1752.0,1750.45,1751.225,2023-04
782,2023-04-20,1009900.0,1012442.0,0.25,1079616.0,77549.0,1002067.0,10375.0,1.02,11252224.0,100.0,34.0,42.19,13.12,11.23,12.175,1750.6,1747.15,1748.875,1752.0,1748.2,1750.1,2023-04
783,2023-04-21,933775.0,954050.0,2.17,1051557.0,106440.0,945117.0,8933.0,0.94,12206274.0,100.0,25.0,39.75,12.13,9.92,11.025,1750.2,1745.6,1747.9,1752.0,1744.8,1748.4,2023-04
784,2023-04-22,787075.0,720178.0,-8.5,810319.0,95269.0,715050.0,5128.0,0.71,12926452.0,100.0,25.0,30.01,10.55,9.5,10.025,1750.1,1742.0,1746.05,1752.0,1744.1,1748.05,2023-04
785,2023-04-23,635000.0,639815.0,0.76,745942.0,111275.0,634667.0,5148.0,0.8,13566267.0,100.0,25.0,26.66,9.92,8.98,9.45,1747.5,1743.5,1745.5,1752.0,1743.7,1747.85,2023-04
786,2023-04-24,593500.0,603563.0,1.7,657228.0,58983.0,598245.0,5318.0,0.88,14169830.0,100.0,20.0,25.15,9.18,8.08,8.63,1749.6,1744.0,1746.8,1752.0,1745.2,1748.6,2023-04
787,2023-04-25,644900.0,658460.0,2.1,711585.0,58236.0,653349.0,5111.0,0.78,14828290.0,100.0,20.0,27.44,9.58,8.08,8.83,1750.3,1745.9,1748.1,1752.0,1745.6,1748.8,2023-04
788,2023-04-26,675500.0,704720.0,4.33,781029.0,81493.0,699536.0,5184.0,0.74,15533010.0,100.0,20.0,29.36,9.8,8.87,9.335,1749.45,1745.5,1747.475,1752.0,1745.4,1748.7,2023-04
789,2023-04-27,696000.0,752995.0,8.19,884040.0,136999.0,747041.0,5954.0,0.79,16286005.0,100.0,20.0,31.37,12.42,8.48,10.45,1750.3,1746.2,1748.25,1752.0,1745.2,1748.6,2023-04
790,2023-04-28,712500.0,725632.0,1.84,857917.0,140434.0,717483.0,8149.0,1.12,725632.0,100.0,25.0,30.23,10.67,9.92,10.295,1749.7,1745.0,1747.35,1752.0,1744.8,1748.4,2023-04
791,2023-04-29,735500.0,763776.0,3.84,890475.0,135154.0,755321.0,8455.0,1.11,1489408.0,100.0,25.0,31.82,12.42,10.19,11.305,1750.2,1745.3,1747.75,1752.0,1747.1,1749.55,2023-04
792,2023-04-30,976500.0,1006808.0,3.1,1173087.0,177247.0,995840.0,10968.0,1.09,2496216.0,100.0,25.0,41.95,15.39,12.74,14.065,1751.25,1746.6,1748.925,1751.7,1746.7,1749.2,2023-04
793,2023-05-01,879100.0,899161.0,2.28,1069505.0,178355.0,891150.0,8011.0,0.89,3395377.0,100.0,25.0,37.47,13.29,11.04,12.165,1750.3,1745.4,1747.85,1752.0,1743.8,1747.9,2023-05
794,2023-05-02,757300.0,771393.0,1.86,908574.0,143089.0,765485.0,5908.0,0.77,4166770.0,100.0,25.0,32.14,11.09,10.3,10.695,1750.1,1744.4,1747.25,1751.8,1745.3,1748.55,2023-05
795,2023-05-03,757250.0,757449.0,0.03,871976.0,119847.0,752129.0,5320.0,0.7,4924219.0,100.0,25.0,31.56,12.42,10.19,11.305,1749.5,1745.0,1747.25,1752.0,1745.0,1748.5,2023-05
796,2023-05-04,670250.0,684573.0,2.14,820158.0,139020.0,681138.0,3435.0,0.5,5608792.0,50.0,20.0,28.52,11.09,10.19,10.64,1749.5,1745.0,1747.25,1751.4,1748.0,1749.7,2023-05
797,2023-05-05,784950.0,792397.0,0.95,874892.0,89024.0,785868.0,6529.0,0.82,6401189.0,100.0,25.0,33.02,10.3,9.68,9.99,1750.3,1746.4,1748.35,1752.0,1743.8,1747.9,2023-05
798,2023-05-06,698675.0,705849.0,1.03,801911.0,101107.0,700804.0,5045.0,0.71,7107038.0,100.0,25.0,29.41,10.05,9.8,9.925,1748.7,1742.3,1745.5,1752.0,1745.3,1748.65,2023-05
799,2023-05-07,699800.0,716129.0,2.33,793075.0,82827.0,710248.0,5881.0,0.82,7823167.0,100.0,25.0,29.84,10.19,9.8,9.995,1749.8,1745.4,1747.6,1752.0,1746.3,1749.15,2023-05
800,2023-05-08,859000.0,866720.0,0.9,972213.0,110638.0,861575.0,5145.0,0.59,8689887.0,100.0,30.0,36.11,14.01,9.05,11.53,1750.6,1746.0,1748.3,1752.0,1747.4,1749.7,2023-05
801,2023-05-09,1085000.0,1164291.0,7.31,1291811.0,134960.0,1156851.0,7440.0,0.64,9854178.0,100.0,25.0,48.51,19.68,12.13,15.905,1749.4,1748.65,1749.025,1752.0,1749.6,1750.8,2023-05
802,2023-05-10,1475000.0,1487902.0,0.87,1636094.0,160312.0,1475782.0,12120.0,0.81,11342080.0,100.0,15.0,62,19.43,15.39,17.41,1749.5,1745.5,1747.5,1751.4,1746.7,1749.05,2023-05
803,2023-05-11,1253125.0,1270802.0,1.41,1442931.0,180154.0,1262777.0,8025.0,0.63,12612882.0,100.0,25.0,52.95,17.75,14.98,16.365,1748.9,1744.8,1746.85,1751.8,1746.1,1748.95,2023-05
804,2023-05-12,1141250.0,1154475.0,1.16,1289313.0,142197.0,1147116.0,7359.0,0.64,13767357.0,100.0,20.0,48.1,17.52,13.85,15.685,1749.4,1746.4,1747.9,1752.0,1745.9,1748.95,2023-05
805,2023-05-13,1139950.0,1170824.0,2.71,1286354.0,122658.0,1163696.0,7128.0,0.61,14938181.0,100.0,20.0,48.78,19.93,14.57,17.25,1749.7,1746.0,1747.85,1752.0,1748.2,1750.1,2023-05
806,2023-05-14,1395150.0,1418053.0,1.64,1531810.0,128085.0,1403725.0,14328.0,1.01,16356234.0,100.0,22.0,59.09,19.18,17.52,18.35,1749.5,1745.6,1747.55,1752.0,1748.5,1750.25,2023-05
807,2023-05-15,1289900.0,1313299.0,1.81,1462013.0,154313.0,1307700.0,5599.0,0.43,17669533.0,100.0,22.0,54.72,18.68,15.78,17.23,1750.0,1743.9,1746.95,1752.0,1746.0,1749.0,2023-05
808,2023-05-16,1181185.0,1157939.0,-1.97,1308935.0,158830.0,1150105.0,7834.0,0.68,18827472.0,100.0,25.0,48.25,16.41,13.29,14.85,1748.0,1743.5,1745.75,1751.8,1746.5,1749.15,2023-05
809,2023-05-17,1301500.0,1328617.0,2.08,1467409.0,145943.0,1321466.0,7151.0,0.54,20156089.0,100.0,25.0,55.36,18.2,14.98,16.59,1751.0,1747.3,1749.15,1752.0,1748.7,1750.35,2023-05
810,2023-05-18,1559000.0,1583859.0,1.59,1697668.0,124924.0,1572744.0,11115.0,0.7,21739948.0,100.0,50.0,65.99,25.1,17.08,21.09,1750.75,1749.0,1749.875,1752.0,1750.6,1751.3,2023-05
811,2023-05-19,1892275.0,1930131.0,2.0,2036247.0,123783.0,1912464.0,17667.0,0.92,23670079.0,100.0,51.0,80.42,30.29,19.43,24.86,1751.0,1747.9,1749.45,1752.0,1747.9,1749.95,2023-05
812,2023-05-20,2130850.0,2169692.0,1.82,2277780.0,125444.0,2152336.0,17356.0,0.8,25839771.0,100.0,42.0,90.4,32.05,21.47,26.76,1752.0,1750.0,1751,1751.7,1749.35,1750.525,2023-05
813,2023-05-21,2174550.0,2185993.0,0.53,2279339.0,111334.0,2168005.0,17988.0,0.82,28025764.0,100.0,60.0,91.08,31.34,23.67,27.505,1751.95,1749.0,1750.475,1751.5,1749.2,1750.35,2023-05
814,2023-05-22,1972200.0,2026735.0,2.77,2142362.0,133256.0,2009106.0,17629.0,0.87,30052499.0,100.0,64.0,84.45,31.34,22.83,27.085,1752.0,1747.65,1749.825,1752.0,1749.3,1750.65,2023-05
815,2023-05-23,1734300.0,1752357.0,1.04,1883633.0,145971.0,1737662.0,14695.0,0.84,31804856.0,100.0,45.0,73.01,26.08,18.94,22.51,1749.9,1748.1,1749,1751.0,1745.7,1748.35,2023-05
816,2023-05-24,1460000.0,1446754.0,-0.91,1582918.0,144336.0,1438582.0,8172.0,0.56,33251610.0,100.0,30.0,60.28,18.54,17.52,18.03,1747.0,1744.2,1745.6,1750.6,1744.3,1747.45,2023-05
817,2023-05-25,1300000.0,1302010.0,0.15,1456466.0,163087.0,1293379.0,8631.0,0.66,34553620.0,100.0,40.0,54.25,18.42,15.78,17.1,1748.0,1744.6,1746.3,1750.5,1745.15,1747.825,2023-05
818,2023-05-26,1369000.0,1372572.0,0.26,1531328.0,167115.0,1364213.0,8359.0,0.61,35926192.0,100.0,40.0,57.19,18.94,17.52,18.23,1750.4,1745.75,1748.075,1751.95,1747.2,1749.575,2023-05
819,2023-05-27,1355000.0,1364397.0,0.69,1516978.0,161924.0,1355054.0,9343.0,0.68,37290589.0,100.0,40.0,56.85,18.2,16.64,17.42,1749.85,1746.0,1747.925,1752.0,1747.2,1749.6,2023-05
820,2023-05-28,1551000.0,1582927.0,2.06,1722128.0,152116.0,1570012.0,12915.0,0.82,38873516.0,100.0,40.0,65.96,27.66,17.08,22.37,1751.0,1746.8,1748.9,1752.0,1749.9,1750.95,2023-05
821,2023-05-29,1625000.0,1645560.0,1.27,1787245.0,156950.0,1630295.0,15265.0,0.93,1645560.0,110.0,40.0,68.57,22.04,18.06,20.03,1749.2,1748.65,1748.93,1752.0,1748.7,1750.35,2023-05
822,2023-05-30,1504000.0,1507182.0,0.21,1673455.0,176177.0,1497278.0,9904.0,0.66,3152742.0,110.0,40.0,62.8,19.18,17.75,18.32,1749.1,1745.5,1747.3,1751.5,1745.5,1748.5,2023-05
823,2023-05-31,1275433.0,1246123.0,-2.3,1415153.0,177081.0,1238072.0,8051.0,0.65,4398865.0,110.0,40.0,51.92,17.75,15.39,16.71,1748.5,1743.9,1746.2,1751.2,1745.85,1748.53,2023-05
824,2023-06-01,1200000.0,1196132.0,-0.32,1362885.0,174286.0,1188599.0,7533.0,0.63,5594997.0,110.0,40.0,49.84,17.75,15.57,16.28,1750.8,1746.25,1748.53,1752.0,1747.3,1749.65,2023-06
825,2023-06-02,1202500.0,1224197.0,1.8,1358655.0,142118.0,1216537.0,7660.0,0.63,6819194.0,110.0,35.0,51.01,19.43,16.19,16.88,1751.0,1747.8,1749.4,1752.0,1749.1,1750.55,2023-06
826,2023-06-03,1343800.0,1357935.0,1.05,1489341.0,139406.0,1349935.0,8000.0,0.59,8177129.0,110.0,25.0,56.58,18.42,17.08,17.48,1750.85,1749.5,1750.18,1752.0,1748.9,1750.45,2023-06
827,2023-06-04,1258000.0,1284482.0,2.11,1438567.0,163014.0,1275553.0,8929.0,0.7,9461611.0,110.0,25.0,53.52,17.75,16.41,17.08,1749.9,1749.2,1749.55,1751.9,1748.1,1750.0,2023-06
828,2023-06-05,1179000.0,1223266.0,3.75,1365476.0,157414.0,1208062.0,15204.0,1.24,10684877.0,110.0,25.0,50.97,17.97,14.98,16.28,1749.0,1746.2,1747.6,1752.0,1749.0,1750.5,2023-06
829,2023-06-06,1336800.0,1372833.0,2.7,1514767.0,153488.0,1361279.0,11554.0,0.84,12057710.0,110.0,25.0,57.2,20.18,16.64,18.09,1749.0,1745.9,1747.45,1752.0,1750.8,1751.4,2023-06
830,2023-06-07,1624900.0,1698705.0,4.54,1830559.0,143175.0,1687384.0,11321.0,0.67,13756415.0,110.0,46.0,78.78,28.7,18.94,21.59,1749.7,1746.0,1747.85,1752.0,1750.7,1751.35,2023-06
831,2023-06-08,1866000.0,1907138.0,2.2,2028342.0,141312.0,1887030.0,20108.0,1.05,15663553.0,110.0,66.0,79.46,26.68,20.18,22.36,1751.0,1746.0,1748.5,1752.0,1748.5,1750.25,2023-06
832,2023-06-09,1979400.0,2037746.0,2.95,2161149.0,138654.0,2022495.0,15251.0,0.75,17701299.0,110.0,75.0,84.91,32.39,22.04,25.43,1750.7,1746.2,1748.45,1752.0,1750.7,1751.35,2023-06
833,2023-06-10,2291300.0,2314047.0,0.99,2455802.0,159046.0,2296756.0,17291.0,0.75,20015346.0,110.0,92.0,96.42,35.31,22.68,29.13,1751.85,1746.5,1749.48,1752.0,1750.5,1751.25,2023-06
834,2023-06-11,2281950.0,2324172.0,1.85,2480982.0,174087.0,2306895.0,17277.0,0.74,22339518.0,110.0,80.0,96.84,33.43,23.97,28.01,1752.0,1747.3,1749.65,1752.0,1751.1,1751.55,2023-06
