,DATE,Scheduled Generation,Gross Gen.,Net Variation,Total Energy Export,Total Energy Import,Net Generation,Aux. Consumption and losses,Aux. Consumption and losses percentage,Commulative Gross Gen.,Load max.,Load min.,Load avg.,Discharge max.,Discharge min.,Discharge avg.,Reserv lvl(M) max.,Reserv lvl(M) min.,Reserv lvl(M) avg.,Reserv lvl(E) max.,Reserv lvl(E) min.,Reserv lvl(E) avg.,MonthYear
2,2021-03-01,285000.0,296968.0,4.2,338480.0,44505.0,293975.0,2993.0,1.01,296968.0,100.0,13.0,12.37366667,5.28,4.98,5.13,1750.8,1745.8,1748.3,1749.4,1746.2,1747.8,2021-03
3,2021-03-02,285000.0,292787.0,2.73,339785.0,50163.0,289622.0,3165.0,1.08,589755.0,100.0,13.0,12.19945833,5.28,4.98,5.13,1750.5,1745.5,1748,1748.9,1746.1,1747.5,2021-03
4,2021-03-03,285000.0,292454.0,2.62,356833.0,67580.0,289253.0,3201.0,1.09,882209.0,100.0,13.0,12.18558333,5.28,4.98,5.13,1750.4,1745.7,1748.05,1748.7,1745.7,1747.2,2021-03
5,2021-03-04,273250.0,282621.0,3.43,300471.0,20986.0,279485.0,3136.0,1.11,1164830.0,100.0,13.0,11.775875,5.28,4.98,5.13,1750.8,1749.6,1750.2,1751.3,1745.3,1748.3,2021-03
6,2021-03-05,273250.0,283357.0,3.7,302266.0,21883.0,280383.0,2974.0,1.05,1448187.0,100.0,13.0,11.80654167,5.28,4.98,5.13,1750.6,1749.3,1749.95,1751.3,1745.2,1748.25,2021-03
7,2021-03-06,273250.0,280331.0,2.59,305956.0,28590.0,277366.0,2965.0,1.06,1728518.0,100.0,13.0,11.68045833,5.28,4.98,5.13,1750.2,1749.0,1749.6,1751.2,1745.2,1748.2,2021-03
8,2021-03-07,240750.0,256956.0,6.73,325097.0,70785.0,254312.0,2644.0,1.03,1985474.0,100.0,13.0,10.7065,5.28,4.98,5.13,1749.9,1747.7,1748.8,1751.9,1746.7,1749.3,2021-03
9,2021-03-08,313750.0,329789.0,5.11,351578.0,25706.0,325872.0,3917.0,1.19,2315263.0,100.0,13.0,13.74,5.28,4.98,5.13,1751.3,1749.3,1750.3,1752.0,1747.0,1749.5,2021-03
10,2021-03-09,300000.0,311365.0,3.79,376276.0,67967.0,308309.0,3056.0,0.98,2626628.0,100.0,50.0,12.97,5.28,4.98,5.13,1750.6,1748.4,1749.5,1750.9,1744.2,1747.55,2021-03
11,2021-03-10,300000.0,302938.0,0.98,335904.0,36857.0,299047.0,3891.0,1.28,2929566.0,100.0,13.0,12.62,4.98,4.67,4.825,1748.6,1745.5,1747.05,1748.2,1742.2,1745.2,2021-03
12,2021-03-11,200000.0,199997.0,1.9599516908212562,274895.0,76482.0,198413.0,1584.0,0.79,3129563.0,100.0,15.0,8.333208333,4.98,4.67,4.825,1747.6,1742.8,1745.2,1749.55,1742.0,1745.775,2021-03
13,2021-03-12,225000.0,226090.0,0.48,266282.0,42272.0,224010.0,2080.0,0.92,3355653.0,100.0,13.0,9.420416667,4.98,4.67,4.825,1747.4,1744.0,1745.7,1748.0,1742.2,1745.1,2021-03
14,2021-03-13,185000.0,185816.0,0.44,268047.0,83769.0,184278.0,1538.0,0.83,3541469.0,100.0,20.0,7.742333333,4.98,4.67,4.825,1748.2,1744.2,1746.2,1748.4,1743.9,1746.15,2021-03
15,2021-03-14,200000.0,202705.0,1.35,241006.0,40065.0,200941.0,1764.0,0.87,3744174.0,100.0,50.0,8.446041667,4.98,4.67,4.825,1749.0,1745.4,1747.2,1750.3,1744.2,1747.25,2021-03
16,2021-03-15,200000.0,207642.0,3.82,285979.0,80012.0,205967.0,1675.0,0.81,3951816.0,100.0,50.0,8.65175,4.98,4.67,4.825,1749.8,1746.3,1748.05,1751.6,1745.7,1748.65,2021-03
17,2021-03-16,200000.0,208018.0,4.01,304950.0,98827.0,206123.0,1895.0,0.91,4159834.0,100.0,25.0,8.667416667,4.98,4.67,4.825,1750.4,1747.1,1748.75,1751.2,1745.7,1748.45,2021-03
18,2021-03-17,206500.0,215017.0,4.12,263550.0,50677.0,212873.0,2144.0,1.0,4374851.0,100.0,13.0,8.959041667,4.98,4.67,4.825,1750.3,1747.2,1748.75,1751.2,1745.5,1748.35,2021-03
19,2021-03-18,206250.0,210706.0,2.16,293516.0,84884.0,208632.0,2074.0,0.98,4585557.0,100.0,13.0,8.779416667,4.98,4.67,4.825,1750.3,1747.3,1748.8,1751.5,1746.4,1748.95,2021-03
20,2021-03-19,228750.0,234943.0,2.71,267070.0,34735.0,232335.0,2608.0,1.11,4820500.0,100.0,13.0,9.789291667,4.98,4.67,4.825,1751.0,1747.9,1749.45,1751.75,1745.8,1748.775,2021-03
21,2021-03-20,240500.0,245696.0,2.16,286181.0,43074.0,243107.0,2589.0,1.05,5066196.0,100.0,13.0,10.23733333,4.98,4.67,4.825,1750.9,1747.4,1749.15,1751.7,1745.3,1748.5,2021-03
23,2021-03-22,259000.0,269607.0,4.1,359802.0,93323.0,266479.0,3128.0,1.16,5579146.0,100.0,13.0,11.233625,5.28,4.98,5.13,1751.1,1747.2,1749.15,1752.0,1746.7,1749.35,2021-03
24,2021-03-23,285000.0,288594.0,1.26,322555.0,37008.0,285547.0,3047.0,1.06,5867740.0,50.0,13.0,12.02475,5.28,4.98,5.13,1751.2,1747.9,1749.55,1751.8,1745.9,1748.85,2021-03
25,2021-03-24,268750.0,270599.0,0.69,335137.0,67073.0,268064.0,2535.0,0.94,6138339.0,50.0,13.0,11.27495833,5.28,4.98,5.13,1750.8,1747.4,1749.1,1751.5,1745.4,1748.45,2021-03
26,2021-03-25,454450.0,469935.0,3.41,564733.0,101162.0,463571.0,6364.0,1.35,6608274.0,100.0,25.0,19.580625,7.65,6.73,7.19,1752.0,1750.1,1751.05,1752.0,1746.6,1749.3,2021-03
27,2021-03-26,237500.0,244890.0,3.11,345782.0,103015.0,242767.0,2123.0,0.87,6853164.0,50.0,13.0,10.20375,5.28,4.98,5.13,1750.6,1746.3,1748.45,1751.9,1746.7,1749.3,2021-03
28,2021-03-27,334750.0,342496.0,2.31,360700.0,22420.0,338280.0,4216.0,1.23,7195660.0,50.0,14.0,14.27066667,5.58,5.28,5.43,1752.0,1748.2,1750.1,1751.7,1746.4,1749.05,2021-03
29,2021-03-28,380000.0,388758.0,2.3,486876.0,102373.0,384503.0,4255.0,1.09,7584418.0,50.0,15.0,16.19825,5.58,4.98,5.28,1752.0,1747.9,1749.95,1752.0,1744.5,1748.25,2021-03
30,2021-03-29,338250.0,344052.0,1.72,419955.0,79242.0,340713.0,3339.0,0.97,7928470.0,50.0,13.0,14.3355,5.58,4.98,5.28,1751.5,1745.8,1748.65,1751.9,1744.9,1748.4,2021-03
31,2021-03-30,355000.0,360603.0,1.58,467538.0,110499.0,357039.0,3564.0,0.99,8289073.0,50.0,13.0,15.025125,5.58,5.28,5.43,1751.85,1746.9,1749.375,1752.0,1744.7,1748.35,2021-03
32,2021-03-31,353000.0,356643.0,1.03,470939.0,118033.0,352906.0,3737.0,1.05,8645716.0,50.0,13.0,14.860125,5.58,5.28,5.43,1751.4,1746.5,1748.95,1751.7,1745.0,1748.35,2021-03
33,2021-04-01,354000.0,356932.0,0.83,472539.0,119587.0,352952.0,3980.0,1.12,356932.0,50.0,13.0,14.87216667,5.58,5.28,5.43,1751.6,1746.0,1748.8,1752.0,1745.3,1748.65,2021-04
34,2021-04-02,354000.0,358961.0,1.4,471041.0,115769.0,355272.0,3689.0,1.03,715893.0,50.0,13.0,14.95670833,5.58,5.28,5.43,1751.5,1746.5,1749,1752.0,1745.1,1748.55,2021-04
35,2021-04-03,370000.0,374483.0,1.21,518656.0,148052.0,370604.0,3879.0,1.04,1090376.0,50.0,13.0,15.60345833,5.58,5.28,5.43,1750.8,1746.2,1748.5,1751.15,1742.3,1746.725,2021-04
36,2021-04-04,331500.0,336228.0,1.43,472673.0,139567.0,333106.0,3122.0,0.93,1426604.0,50.0,13.0,14.0095,5.58,5.28,5.43,1749.7,1743.9,1746.8,1751.2,1743.2,1747.2,2021-04
37,2021-04-05,370000.0,377531.0,2.04,503808.0,130085.0,373723.0,3808.0,1.01,1804135.0,50.0,20.0,15.73045833,5.58,4.98,5.28,1751.4,1745.0,1748.2,1752.0,1745.4,1748.7,2021-04
38,2021-04-06,370500.0,374732.0,1.14,475330.0,104306.0,371024.0,3708.0,0.99,2178867.0,50.0,18.0,15.61383333,6.17,5.28,5.725,1751.2,1746.3,1748.75,1751.9,1744.6,1748.25,2021-04
39,2021-04-07,404000.0,409416.0,1.34,526525.0,121198.0,405327.0,4089.0,1.0,2588283.0,50.0,18.0,17.059,7.02,5.58,6.3,1751.8,1745.5,1748.65,1751.9,1746.0,1748.95,2021-04
40,2021-04-08,396500.0,398331.0,0.46,486205.0,92212.0,393993.0,4338.0,1.09,2986614.0,50.0,16.0,16.6,6.73,6.17,6.45,1751.3,1745.7,1748.5,1751.8,1745.1,1748.45,2021-04
41,2021-04-09,407000.0,389590.0,-4.28,517009.0,131145.0,385864.0,3726.0,0.96,3376204.0,50.0,15.0,16.23,6.45,6.17,6.31,1749.7,1744.1,1746.9,1750.7,1743.0,1746.85,2021-04
42,2021-04-10,390000.0,334985.0,-14.11,421496.0,90271.0,331225.0,3760.0,1.12,3711189.0,50.0,13.0,13.96,6.17,5.86,6.015,1747.7,1743.0,1745.35,1749.0,1743.0,1746.0,2021-04
43,2021-04-11,350000.0,343166.0,-1.95,445243.0,104986.0,340257.0,2909.0,0.85,4054355.0,50.0,30.0,14.29858333,6.45,5.86,6.155,1749.6,1743.8,1746.7,1750.95,1743.0,1746.975,2021-04
44,2021-04-12,325000.0,328688.0,1.13,444185.0,119292.0,324893.0,3795.0,1.15,4383043.0,50.0,20.0,13.69533333,6.45,5.86,6.155,1750.0,1743.7,1746.85,1751.5,1744.4,1747.95,2021-04
45,2021-04-13,315000.0,318877.0,1.23,425187.0,107642.0,317545.0,1332.0,0.42,4701920.0,50.0,20.0,13.28654167,6.45,5.86,6.155,1750.4,1745.1,1747.75,1751.6,1745.3,1748.45,2021-04
46,2021-04-14,335000.0,340626.0,1.68,447275.0,110991.0,336284.0,4342.0,1.27,5042546.0,50.0,15.0,14.19275,6.17,5.86,6.015,1750.7,1745.3,1748,1752.0,1746.0,1749.0,2021-04
47,2021-04-15,340000.0,345203.0,1.53,441940.0,99655.0,342285.0,2918.0,0.85,5387749.0,50.0,15.0,14.38345833,6.45,5.86,6.155,1750.7,1746.0,1748.35,1752.0,1745.9,1748.95,2021-04
48,2021-04-16,365000.0,369159.0,1.14,468109.0,102617.0,365492.0,3667.0,0.99,5756908.0,50.0,16.0,15.381625,6.17,5.86,6.015,1749.7,1744.4,1747.05,1751.5,1745.4,1748.45,2021-04
49,2021-04-17,361000.0,369249.0,2.29,492694.0,127710.0,364984.0,4265.0,1.16,6126157.0,50.0,13.0,15.385375,6.17,5.86,6.015,1750.9,1744.8,1747.85,1752.0,1746.4,1749.2,2021-04
50,2021-04-18,376000.0,385660.0,2.57,511552.0,128975.0,382577.0,3083.0,0.8,6511817.0,50.0,13.0,16.06916667,6.45,5.86,6.155,1751.4,1745.6,1748.5,1752.0,1746.2,1749.1,2021-04
51,2021-04-19,370000.0,373268.0,0.88,476589.0,106694.0,369895.0,3373.0,0.9,6885085.0,50.0,15.0,15.55283333,6.45,5.86,6.155,1750.4,1744.9,1747.65,1751.9,1745.6,1748.75,2021-04
52,2021-04-20,355000.0,357150.0,0.61,465466.0,111767.0,353699.0,3451.0,0.97,7242235.0,50.0,15.0,14.88125,6.45,5.86,6.155,1750.5,1744.8,1747.65,1751.9,1745.8,1748.85,2021-04
53,2021-04-21,373000.0,374348.0,0.36,488841.0,118680.0,370161.0,4187.0,1.12,7616583.0,50.0,13.0,15.59783333,6.45,6.17,6.31,1750.95,1744.7,1747.825,1752.0,1746.0,1749.0,2021-04
54,2021-04-22,386000.0,378200.0,-2.02,574629.0,201415.0,373214.0,4986.0,1.32,7994783.0,50.0,13.0,15.75833333,8.24,6.17,7.205,1751.5,1745.4,1748.45,1752.0,1748.4,1750.2,2021-04
55,2021-04-23,489500.0,544260.0,11.19,730839.0,190001.0,540838.0,3422.0,0.63,8539043.0,50.0,13.0,22.6775,7.34,6.73,7.035,1750.9,1745.1,1748,1752.0,1746.2,1749.1,2021-04
56,2021-04-24,417500.0,427764.0,2.46,591953.0,169593.0,422360.0,5404.0,1.26,8966807.0,50.0,15.0,17.8235,6.73,6.17,6.45,1751.45,1745.0,1748.225,1752.0,1748.2,1750.1,2021-04
57,2021-04-25,495000.0,532764.0,7.63,657146.0,130599.0,526547.0,6217.0,1.17,9499571.0,50.0,15.0,22.1985,7.34,6.45,6.895,1752.0,1748.9,1750.45,1752.0,1745.1,1748.55,2021-04
58,2021-04-26,539000.0,617742.0,14.61,776252.0,166983.0,609269.0,8473.0,1.37,10117313.0,50.0,16.0,25.73925,8.84,6.02,7.43,1752.0,1748.1,1750.05,1752.0,1746.5,1749.25,2021-04
59,2021-04-27,625000.0,712986.0,14.08,828637.0,124872.0,703765.0,9221.0,1.29,10830299.0,100.0,25.0,29.70775,9.44,8.53,8.985,1752.0,1748.5,1750.25,1752.0,1745.8,1748.9,2021-04
60,2021-04-28,695000.0,756755.0,8.89,882840.0,135504.0,747336.0,9419.0,1.24,11587054.0,100.0,20.0,31.53145833,11.05,8.84,9.945,1752.0,1748.0,1750,1752.0,1744.4,1748.2,2021-04
61,2021-04-29,645000.0,662427.0,2.7,752566.0,98611.0,653955.0,8472.0,1.28,12249481.0,100.0,15.0,27.601125,11.05,9.44,10.245,1749.2,1743.6,1746.4,1752.0,1744.1,1748.05,2021-04
62,2021-04-30,645000.0,655860.0,1.68,788322.0,140205.0,648117.0,7743.0,1.18,12905341.0,100.0,15.0,27.3275,10.41,9.44,9.925,1748.5,1743.0,1745.75,1751.95,1744.1,1748.025,2021-04
63,2021-05-01,625000.0,666761.0,6.68,871328.0,212417.0,658911.0,7850.0,1.18,666761.0,100.0,15.0,27.78170833,10.75,9.79,10.27,1749.9,1744.3,1747.1,1752.0,1745.2,1748.6,2021-05
64,2021-05-02,691250.0,714406.0,3.35,882186.0,176425.0,705761.0,8645.0,1.21,1381167.0,100.0,15.0,29.76691667,11.05,10.13,10.59,1750.9,1745.0,1747.95,1752.0,1745.4,1748.7,2021-05
65,2021-05-03,701250.0,787626.0,12.32,993908.0,215415.0,778493.0,9133.0,1.16,2168793.0,100.0,15.0,32.81775,11.34,10.41,10.875,1751.6,1745.2,1748.4,1752.0,1744.8,1748.4,2021-05
66,2021-05-04,767500.0,810649.0,5.62,1002196.0,200617.0,801579.0,9070.0,1.12,2979442.0,100.0,15.0,33.77704167,15.88,15.71,15.795,1751.6,1744.3,1747.95,1752.0,1747.7,1749.85,2021-05
67,2021-05-05,907500.0,986200.0,8.67,1187850.0,213990.0,973860.0,12340.0,1.25,3965642.0,100.0,35.0,41.09166667,14.08,13.4,13.74,1752.0,1747.2,1749.6,1751.5,1744.8,1748.15,2021-05
68,2021-05-06,807500.0,819797.0,1.52,1025663.0,213976.0,811687.0,8110.0,0.99,4785439.0,100.0,35.0,34.15820833,13.4,12.51,12.955,1750.5,1744.0,1747.25,1752.0,1746.2,1749.1,2021-05
69,2021-05-07,850000.0,914836.0,7.63,1094290.0,190432.0,903858.0,10978.0,1.2,5700275.0,100.0,30.0,38.11816667,13.11,12.0,12.555,1752.0,1745.8,1748.9,1752.0,1745.9,1748.95,2021-05
70,2021-05-08,825000.0,855816.0,3.74,1057062.0,215671.0,841391.0,14425.0,1.69,6556091.0,100.0,20.0,35.66,13.11,12.0,12.555,1751.3,1745.5,1748.4,1752.0,1745.3,1748.65,2021-05
71,2021-05-09,835000.0,818531.0,-1.97,1024688.0,211203.0,813485.0,5046.0,0.62,7374622.0,100.0,25.0,34.11,12.84,10.75,11.795,1750.3,1744.5,1747.4,1751.0,1743.8,1747.4,2021-05
72,2021-05-10,825000.0,780923.0,-5.34,990932.0,221079.0,769853.0,11070.0,1.42,8155545.0,100.0,15.0,32.54,11.34,10.75,11.045,1748.8,1742.2,1745.5,1750.5,1744.1,1747.3,2021-05
73,2021-05-11,898750.0,936071.0,4.15,1143946.0,218477.0,925469.0,10602.0,1.13,9091616.0,100.0,13.0,39.00295833,14.08,11.05,12.565,1752.0,1745.5,1748.75,1752.0,1745.2,1748.6,2021-05
74,2021-05-12,887500.0,895679.0,0.92,1107323.0,222706.0,884617.0,11062.0,1.24,9987295.0,100.0,25.0,37.31995833,13.11,12.51,12.81,1750.8,1744.5,1747.65,1751.0,1744.5,1747.75,2021-05
75,2021-05-13,912500.0,1001503.0,9.75,1221511.0,233499.0,988012.0,13491.0,1.35,10988798.0,100.0,35.0,41.72929167,17.13,12.0,14.565,1751.5,1743.7,1747.6,1752.0,1746.3,1749.15,2021-05
76,2021-05-14,870000.0,914312.0,5.09,1141512.0,238000.0,903512.0,10800.0,1.18,11903110.0,100.0,35.0,38.09633333,15.03,12.84,13.935,1752.0,1746.1,1749.05,1752.0,1746.6,1749.3,2021-05
77,2021-05-15,852500.0,865368.0,1.51,1059765.0,203380.0,856385.0,8983.0,1.04,12768478.0,100.0,35.0,36.057,13.11,12.27,12.69,1751.9,1746.2,1749.05,1752.0,1745.3,1748.65,2021-05
78,2021-05-16,830000.0,835631.0,0.68,1031324.0,215012.0,816312.0,19319.0,2.31,13604109.0,100.0,20.0,34.81795833,12.0,11.34,11.67,1750.0,1744.6,1747.3,1750.95,1743.0,1746.975,2021-05
79,2021-05-17,760000.0,769677.0,1.27,994133.0,225668.0,768465.0,1212.0,0.16,14373786.0,100.0,20.0,32.069875,12.51,11.05,11.78,1750.8,1744.7,1747.75,1752.0,1746.0,1749.0,2021-05
80,2021-05-18,835000.0,899443.0,7.72,1132719.0,244737.0,887982.0,11461.0,1.27,15273229.0,100.0,13.0,37.47679167,13.11,11.05,12.08,1751.8,1747.4,1749.6,1752.0,1746.0,1749.0,2021-05
81,2021-05-19,868750.0,878504.0,1.12,1101083.0,232840.0,868243.0,10261.0,1.17,16151733.0,100.0,13.0,36.60433333,12.84,12.27,12.555,1751.5,1743.1,1747.3,1752.0,1746.1,1749.05,2021-05
82,2021-05-20,850000.0,892160.0,4.96,1099692.0,215431.0,884261.0,7899.0,0.89,17043893.0,100.0,13.0,37.17333333,14.08,12.27,13.175,1751.3,1743.5,1747.4,1752.0,1746.8,1749.4,2021-05
83,2021-05-21,850000.0,909601.0,7.01,1112537.0,215946.0,896591.0,13010.0,1.43,17953494.0,100.0,25.0,37.90004167,13.75,12.84,13.295,1752.0,1744.5,1748.25,1752.0,1746.0,1749.0,2021-05
84,2021-05-22,867500.0,882657.0,1.75,1091396.0,221107.0,870289.0,12368.0,1.4,18836151.0,100.0,25.0,36.777375,14.08,12.51,13.295,1751.3,1743.0,1747.15,1752.0,1747.0,1749.5,2021-05
85,2021-05-23,930000.0,944986.0,1.61,1129536.0,194924.0,934612.0,10374.0,1.1,19781137.0,100.0,12.5,39.37441667,14.08,13.4,13.74,1751.9,1744.9,1748.4,1752.0,1746.9,1749.45,2021-05
86,2021-05-24,982000.0,997838.0,1.61,1153479.0,168393.0,985086.0,12752.0,1.28,20778975.0,100.0,33.0,41.57658333,13.4,12.84,13.12,1751.75,1747.5,1749.625,1752.0,1743.7,1747.85,2021-05
87,2021-05-25,950000.0,915918.0,-3.59,1135733.0,231667.0,904066.0,11852.0,1.29,21694893.0,100.0,20.0,38.16325,13.11,12.51,12.81,1750.35,1745.5,1747.925,1751.0,1743.6,1747.3,2021-05
88,2021-05-26,962500.0,959648.0,-0.3,1174373.0,227129.0,947244.0,12404.0,1.29,22654541.0,100.0,35.0,39.98533333,13.75,12.51,13.13,1749.6,1742.8,1746.2,1751.3,1745.8,1748.55,2021-05
89,2021-05-27,1035000.0,1134040.0,9.57,1345301.0,224385.0,1120916.0,13124.0,1.16,23788581.0,100.0,25.0,47.25166667,20.25,14.08,17.165,1752.0,1745.6,1748.8,1752.0,1750.3,1751.15,2021-05
90,2021-05-28,1409950.0,1510437.0,7.13,1599828.0,109339.0,1490489.0,19948.0,1.32,25299018.0,100.0,45.0,62.934875,27.45,18.15,22.8,1752.0,1750.1,1751.05,1752.0,1751.6,1751.8,2021-05
91,2021-05-29,1681825.0,1809172.0,7.57,1872917.0,86461.0,1786456.0,22716.0,1.26,27108190.0,100.0,50.0,75.38216667,32.7,19.55,26.125,1752.0,1749.5,1750.75,1752.0,1752.0,1752.0,2021-05
92,2021-05-30,1869675.0,1887284.0,0.94,1925617.0,64117.0,1861500.0,25784.0,1.37,28995474.0,100.0,50.0,78.63683333,28.34,19.55,23.945,1752.0,1749.5,1750.75,1751.9,1749.4,1750.65,2021-05
93,2021-05-31,1521700.0,1628942.0,7.05,1728881.0,119701.0,1609180.0,19762.0,1.21,30624416.0,100.0,26.0,67.87258333,24.14,19.89,22.015,1752.0,1748.6,1750.3,1752.0,1749.4,1750.7,2021-05
94,2021-06-01,1575400.0,1627150.0,3.28,1700070.0,93883.0,1606187.0,20963.0,1.29,1627150.0,100.0,20.0,67.79791667,22.37,18.84,20.605,1751.45,1748.7,1750.075,1752.0,1745.0,1748.5,2021-06
95,2021-06-02,1550000.0,1319710.0,-14.86,1403560.0,102049.0,1301511.0,18199.0,1.38,2946860.0,100.0,45.0,54.98791667,18.5,16.74,17.62,1746.0,1742.7,1744.35,1746.55,1742.8,1744.675,2021-06
96,2021-06-03,1315000.0,1240440.0,-5.67,1306387.0,80771.0,1225616.0,14824.0,1.2,4187300.0,100.0,40.0,51.685,16.74,15.72,16.23,1747.3,1743.0,1745.15,1748.6,1743.1,1745.85,2021-06
97,2021-06-04,1122500.0,1205666.0,7.41,1308287.0,118334.0,1189953.0,15713.0,1.3,5392966.0,100.0,35.0,50.23608333,20.61,16.07,18.34,1750.3,1743.7,1747,1752.0,1749.4,1750.7,2021-06
98,2021-06-05,1342500.0,1384451.0,3.12,1490664.0,116272.0,1374392.0,10059.0,0.73,6777417.0,100.0,35.0,57.68545833,20.25,16.74,18.495,1750.8,1748.3,1749.55,1752.0,1749.3,1750.65,2021-06
99,2021-06-06,1377500.0,1426679.0,3.57,1495203.0,92370.0,1402833.0,23846.0,1.67,8204096.0,100.0,35.0,59.44495833,23.42,16.38,19.9,1750.6,1748.0,1749.3,1752.0,1750.0,1751.0,2021-06
100,2021-06-07,1623500.0,1727932.0,6.43,1750195.0,43680.0,1706515.0,21417.0,1.24,9932028.0,100.0,50.0,71.99716667,33.25,20.25,26.75,1752.0,1748.6,1750.3,1752.0,1751.4,1751.7,2021-06
101,2021-06-08,2145000.0,2183080.0,1.78,2194581.0,36699.0,2157882.0,25198.0,1.15,12115108.0,108.0,75.0,90.96,41.6,24.14,32.87,1752.0,1751.2,1751.6,1752.0,1751.2,1751.6,2021-06
102,2021-06-09,2360000.0,2430385.0,2.98,2431115.0,29119.0,2401996.0,28389.0,1.17,14545493.0,108.0,90.0,101.27,43.01,28.75,35.88,1752.0,1751.2,1751.6,1752.0,1750.0,1751.0,2021-06
103,2021-06-10,2512000.0,2520708.0,0.35,2532832.0,41700.0,2491132.0,29576.0,1.17,17066201.0,110.0,100.0,105.03,45.15,32.17,38.66,1752.0,1752.0,1752,1752.0,1752.0,1752.0,2021-06
104,2021-06-11,2602000.0,2613534.0,0.44,2608295.0,26856.0,2581439.0,32095.0,1.23,19679735.0,110.0,75.0,108.89725,49.51,31.66,40.585,1752.0,1751.2,1751.6,1752.0,1750.0,1751.0,2021-06
105,2021-06-12,2638100.0,2634851.0,-0.12,2641359.0,38375.0,2602984.0,31867.0,1.21,22314586.0,110.0,110.0,109.7854583,45.88,34.82,40.35,1752.0,1751.5,1751.75,1752.0,1751.6,1751.8,2021-06
106,2021-06-13,2549725.0,2592882.0,1.69,2629186.0,68765.0,2560421.0,32461.0,1.25,24907468.0,110.0,108.0,108.03675,38.85,31.66,35.255,1751.8,1751.2,1751.5,1750.95,1748.9,1749.925,2021-06
107,2021-06-14,2550000.0,2330240.0,-8.62,2379018.0,76865.0,2302153.0,28087.0,1.21,27237708.0,108.0,80.0,97.09333333,32.7,26.58,29.64,1748.7,1744.75,1746.725,1747.85,1745.0,1746.425,2021-06
108,2021-06-15,2154250.0,2222421.0,3.16,2279119.0,83991.0,2195128.0,27293.0,1.23,29460129.0,110.0,80.0,92.600875,41.7,27.45,34.575,1751.4,1748.8,1750.1,1752.0,1751.35,1751.675,2021-06
109,2021-06-16,2413000.0,2484907.0,2.98,2506744.0,51128.0,2455616.0,29291.0,1.18,31945036.0,110.0,85.0,103.5377917,35.97,28.34,32.155,1752.0,1751.3,1751.65,1751.2,1749.6,1750.4,2021-06
110,2021-06-17,2200000.0,2058929.0,-6.41,2138084.0,104627.0,2033457.0,25472.0,1.24,34003965.0,100.0,80.0,85.78870833,26.58,24.14,25.36,1749.2,1747.15,1748.175,1748.4,1744.2,1746.3,2021-06
111,2021-06-18,1900000.0,1946944.0,2.47,2006980.0,84667.0,1922313.0,24631.0,1.27,35950909.0,110.0,70.0,81.12266667,29.21,26.17,27.69,1750.3,1744.45,1747.375,1752.0,1750.2,1751.1,2021-06
112,2021-06-19,1930000.0,1984704.0,2.83,2040560.0,81078.0,1959482.0,25222.0,1.27,37935613.0,110.0,70.0,82.696,35.38,23.06,29.22,1751.5,1750.5,1751,1752.0,1751.2,1751.6,2021-06
113,2021-06-20,2049000.0,2229980.0,8.83,2282682.0,80441.0,2202241.0,27739.0,1.24,40165593.0,110.0,70.0,92.91583333,35.38,27.0,31.19,1751.7,1750.5,1751.1,1752.0,1751.7,1751.85,2021-06
114,2021-06-21,2090300.0,2253067.0,7.79,2307136.0,81530.0,2225606.0,27461.0,1.22,42418660.0,110.0,70.0,93.87779167,34.82,26.58,30.7,1752.0,1750.8,1751.4,1752.0,1751.8,1751.9,2021-06
115,2021-06-22,2291100.0,2333054.0,1.83,2400338.0,94176.0,2306162.0,26892.0,1.15,44751714.0,110.0,80.0,97.21058333,35.38,28.34,31.86,1752.0,1751.55,1751.775,1752.0,1751.75,1751.875,2021-06
116,2021-06-23,2305000.0,2304524.0,-0.02,2364342.0,88347.0,2275995.0,28529.0,1.24,47056238.0,110.0,90.0,96.02183333,34.27,26.58,30.425,1751.9,1749.5,1750.7,1749.7,1748.0,1748.85,2021-06
117,2021-06-24,2130000.0,2161966.0,1.5,2222811.0,84469.0,2138342.0,23624.0,1.09,49218204.0,110.0,80.0,90.08191667,31.66,26.17,28.915,1751.7,1749.7,1750.7,1752.0,1749.7,1750.85,2021-06
118,2021-06-25,2235000.0,2085669.0,-6.68,2127827.0,70502.0,2057325.0,28344.0,1.36,51303873.0,110.0,85.0,86.902875,29.21,23.78,26.495,1749.2,1746.5,1747.85,1747.9,1745.6,1746.75,2021-06
119,2021-06-26,1973750.0,1962928.0,-0.55,2056609.0,116296.0,1940313.0,22615.0,1.15,53266801.0,110.0,75.0,81.78866667,28.75,23.06,25.905,1749.3,1746.0,1747.65,1749.2,1743.15,1746.175,2021-06
120,2021-06-27,1821250.0,1834200.0,0.71,1906193.0,95152.0,1811041.0,23159.0,1.26,55101001.0,110.0,70.0,76.425,37.62,21.69,29.655,1746.2,1743.3,1744.75,1752.0,1745.9,1748.95,2021-06
121,2021-06-28,2113075.0,2347976.0,11.12,2402754.0,83175.0,2319579.0,28397.0,1.21,57448977.0,110.0,80.0,97.83233333,43.01,25.39,34.2,1752.0,1751.3,1751.65,1752.0,1750.5,1751.25,2021-06
122,2021-06-29,2356500.0,2481379.0,5.3,2556583.0,103746.0,2452837.0,28542.0,1.15,59930356.0,110.0,90.0,103.3907917,45.15,28.34,36.745,1752.0,1751.5,1751.75,1752.0,1750.7,1751.35,2021-06
